artifact_name,project_name,metric_name,sample_date,amount
fickling,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
.github,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
riscv-gnu-toolchain-images,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
beacon,pyth-network,GITHUB_active_developers_monthly,2024-11-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-11-01,2
cairo,walnuthq,GITHUB_active_developers_monthly,2024-11-01,1
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
macroni,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
js,third-web,GITHUB_active_developers_monthly,2024-06-01,10
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
documentation,pyth-network,GITHUB_active_developers_monthly,2024-06-01,7
internship-tp4-cross-contracts,rather_labs,GITHUB_active_developers_monthly,2024-11-01,1
governance,pyth-network,GITHUB_active_developers_monthly,2024-11-01,1
rust,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,2
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2024-04-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-06-01,28
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-06-01,10
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,2
starkflare-indexer,walnuthq,GITHUB_active_developers_monthly,2024-06-01,1
engine,third-web,GITHUB_active_developers_monthly,2024-06-01,3
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
cosmos-sdk,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2024-06-01,7
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
passport-scroll-badge-service,passportxyz,GITHUB_active_developers_monthly,2024-11-01,3
agw-sdk,third-web,GITHUB_active_developers_monthly,2024-11-01,1
gh-workflows,passportxyz,GITHUB_active_developers_monthly,2024-11-01,1
static-pages,third-web,GITHUB_active_developers_monthly,2024-11-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-06-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,3
pip-plugin-pep740,trailofbits,GITHUB_active_developers_monthly,2024-11-01,2
fairyring,fairblock,GITHUB_active_developers_monthly,2024-11-01,1
docs,walnuthq,GITHUB_active_developers_monthly,2024-08-01,2
pe-parse,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-08-01,2
necessist,trailofbits,GITHUB_active_developers_monthly,2024-08-01,2
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,2
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,2
hs-backend-booster,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,2
ens-docs,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-08-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
ercx-vscode,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
binary_type_inference,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
gitbook-home,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,6
ember-brevis,ember-shahankhatch,GITHUB_active_developers_monthly,2024-12-01,1
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
vscode-sarif-explorer,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
per,pyth-network,GITHUB_active_developers_monthly,2024-11-01,4
vast,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
maat,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
per,pyth-network,GITHUB_active_developers_monthly,2024-09-01,3
dagster-sqlmesh,opensource-observer,GITHUB_active_developers_monthly,2024-12-01,1
insights,opensource-observer,GITHUB_active_developers_monthly,2024-09-01,1
infra-libs,passportxyz,GITHUB_active_developers_monthly,2024-09-01,1
sqlmesh,opensource-observer,GITHUB_active_developers_monthly,2024-12-01,1
automerge,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
optimism-ci,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
optimism-ci,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-06-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-06-01,1
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-06-01,1
starknet-foundry,walnuthq,GITHUB_active_developers_monthly,2024-06-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-06-01,2
charts,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
rfc3161-client,trailofbits,GITHUB_active_developers_monthly,2024-11-01,3
.github,third-web,GITHUB_active_developers_monthly,2024-06-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-11-01,2
vast,trailofbits,GITHUB_active_developers_monthly,2024-11-01,2
kems,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
scarb,walnuthq,GITHUB_active_developers_monthly,2024-11-01,1
http-security,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-04-01,2
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,3
pasta,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
contracts,third-web,GITHUB_active_developers_monthly,2024-08-01,1
yearn-v3-term-vault,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
web3warriors,third-web,GITHUB_active_developers_monthly,2024-08-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
id-staking-v2,passportxyz,GITHUB_active_developers_monthly,2024-08-01,1
insights,opensource-observer,GITHUB_active_developers_monthly,2024-08-01,1
example-publisher,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
z3-images,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-08-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2024-04-01,2
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-04-01,2
codeql-queries,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
cannon,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-08-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,4
price-feeds-metadata,pyth-network,GITHUB_active_developers_monthly,2024-05-01,2
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-02-01,2
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
ethglobal-sf-2024,opensource-observer,GITHUB_active_developers_monthly,2024-10-01,2
passport-docs,passportxyz,GITHUB_active_developers_monthly,2024-10-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-10-01,1
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-10-01,1
gnark,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-10-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
arbitrum-stylus,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-10-01,2
fairyring,fairblock,GITHUB_active_developers_monthly,2024-10-01,3
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-10-01,4
reth-exex-examples,fairblock,GITHUB_active_developers_monthly,2024-10-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-02-01,2
superchain-accounts--wakeup-labs,wakeuplabs,GITHUB_active_developers_monthly,2024-05-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,5
js,third-web,GITHUB_active_developers_monthly,2024-04-01,11
pypi-attestations,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
pyth-examples,pyth-network,GITHUB_active_developers_monthly,2024-08-01,2
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,2
weggli-native,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
fairyringclient,fairblock,GITHUB_active_developers_monthly,2024-11-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
_kaas_lidofinance_dual-governance,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
redstone-prototypes,redstone-finance,GITHUB_active_developers_monthly,2024-04-01,1
charts,pyth-network,GITHUB_active_developers_monthly,2024-04-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2024-04-01,8
lms-go,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
kontrol-dss-2024,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
macroni,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,1
cairo,walnuthq,GITHUB_active_developers_monthly,2024-04-01,1
lms-go,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-04-01,1
fairyring,fairblock,GITHUB_active_developers_monthly,2024-05-01,3
wot-honeypot-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
sigstore-apis,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
id-staking-v2-app,passportxyz,GITHUB_active_developers_monthly,2024-08-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2024-04-01,3
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,1
docs-v2,third-web,GITHUB_active_developers_monthly,2024-08-01,3
omni,fairblock,GITHUB_active_developers_monthly,2024-08-01,1
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-01-01,1
id-staking-v2-app,passportxyz,GITHUB_active_developers_monthly,2024-07-01,1
circomspect,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-02-01,2
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-02-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,6
publications,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-06-01,4
simbolik-examples,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2024-11-01,2
insights,opensource-observer,GITHUB_active_developers_monthly,2024-11-01,3
k,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-11-01,3
riscv-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,1
.github,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
scarb,walnuthq,GITHUB_active_developers_monthly,2024-12-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
redstone-prototypes,redstone-finance,GITHUB_active_developers_monthly,2024-06-01,1
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
starkflare,walnuthq,GITHUB_active_developers_monthly,2024-06-01,2
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
pyth-examples,pyth-network,GITHUB_active_developers_monthly,2024-06-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
komet,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,2
instafix-llvm,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2024-06-01,3
fairyringclient,fairblock,GITHUB_active_developers_monthly,2024-06-01,1
pypi-attestations,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
cosmos-sdk,fairblock,GITHUB_active_developers_monthly,2024-06-01,1
twa,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
debloater-eval,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
per,pyth-network,GITHUB_active_developers_monthly,2024-06-01,4
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
dojo,walnuthq,GITHUB_active_developers_monthly,2024-11-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-11-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-11-01,1
dagster-sqlmesh,opensource-observer,GITHUB_active_developers_monthly,2024-08-01,1
_kaas_morpho,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
passport-docs,passportxyz,GITHUB_active_developers_monthly,2024-08-01,1
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-05-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
codex-decompiler,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
oso,opensource-observer,GITHUB_active_developers_monthly,2024-05-01,4
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-05-01,2
gh-action-adapt-sigstore-pypi,trailofbits,GITHUB_active_developers_monthly,2024-12-01,2
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,3
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-06-01,3
polytracker,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-06-01,3
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-06-01,1
build-wrap,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
passport-docs,passportxyz,GITHUB_active_developers_monthly,2024-11-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
zkdocs,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
engine,third-web,GITHUB_active_developers_monthly,2024-11-01,2
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2024-08-01,2
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-08-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
ruzzy,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
multiplier,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
fairyringclient,fairblock,GITHUB_active_developers_monthly,2024-08-01,1
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-08-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2024-08-01,6
cargo-stylus,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-08-01,1
docs-v2,third-web,GITHUB_active_developers_monthly,2024-04-01,13
dashboard,third-web,GITHUB_active_developers_monthly,2024-01-01,15
contracts-next-scripts,third-web,GITHUB_active_developers_monthly,2024-01-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
redstone-ton-sample,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
rfg1-optimism,wakeuplabs,GITHUB_active_developers_monthly,2024-01-01,2
mishegos,trailofbits,GITHUB_active_developers_monthly,2024-04-01,2
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-02-01,2
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,2
passport-scorer,passportxyz,GITHUB_active_developers_monthly,2024-07-01,2
cast_checks,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
osquery,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
circuitous,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-04-01,3
erc7412-example,redstone-finance,GITHUB_active_developers_monthly,2024-04-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
kontrol-cheatcodes,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-08-01,2
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
vast-benchmarks,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
lms-go,trailofbits,GITHUB_active_developers_monthly,2024-01-01,2
_kaas_external-test-bed,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
rfg1-optimism,wakeuplabs,GITHUB_active_developers_monthly,2024-02-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-01-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2024-01-01,2
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,5
gas-benchmarks,third-web,GITHUB_active_developers_monthly,2024-07-01,1
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
mx-sdk-rs-flake,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
k-pldi-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
thirdweb-engine-farcaster-frame,third-web,GITHUB_active_developers_monthly,2024-01-01,1
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,2
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,4
contracts,third-web,GITHUB_active_developers_monthly,2024-04-01,1
cannon,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-04-01,1
fairyring,fairblock,GITHUB_active_developers_monthly,2024-08-01,1
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-11-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-01-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
imp-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-02-01,7
macroni,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-05-01,2
docs-v2,third-web,GITHUB_active_developers_monthly,2024-05-01,16
fairyring,fairblock,GITHUB_active_developers_monthly,2024-07-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-01-01,3
forma-geth,fairblock,GITHUB_active_developers_monthly,2024-08-01,1
.github,third-web,GITHUB_active_developers_monthly,2024-04-01,2
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
riscv-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-11-01,2
simbolik-examples,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
internship-tp4-cross,rather_labs,GITHUB_active_developers_monthly,2024-11-01,1
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-05-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,4
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
immer,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
pythnet,pyth-network,GITHUB_active_developers_monthly,2024-07-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-05-01,3
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2024-01-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,2
documentation,pyth-network,GITHUB_active_developers_monthly,2024-01-01,8
macroni,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-01-01,1
ercx-vscode,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
install-kaas,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
program-admin,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-04-01,1
js,third-web,GITHUB_active_developers_monthly,2024-08-01,6
passport-scorer,passportxyz,GITHUB_active_developers_monthly,2024-08-01,5
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-08-01,2
oso,opensource-observer,GITHUB_active_developers_monthly,2024-08-01,5
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
homebrew-brew-verify,trailofbits,GITHUB_active_developers_monthly,2024-04-01,2
vscode-sarif-explorer,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
build-wrap,trailofbits,GITHUB_active_developers_monthly,2024-11-01,2
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,3
kasmer-multiversx,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-08-01,5
governance,pyth-network,GITHUB_active_developers_monthly,2024-08-01,2
syndicate-node,syndicateprotocol,GITHUB_active_developers_monthly,2024-04-01,2
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,3
reproducible-sgx,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
eas-proxy,passportxyz,GITHUB_active_developers_monthly,2024-08-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
solana-connector,redstone-finance,GITHUB_active_developers_monthly,2024-11-01,1
optimism-ci,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,3
install-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
passport,passportxyz,GITHUB_active_developers_monthly,2024-08-01,5
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
alloy-core,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-04-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2024-08-01,2
tap-airbyte-wrapper,opensource-observer,GITHUB_active_developers_monthly,2024-04-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,2
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,3
cairo,walnuthq,GITHUB_active_developers_monthly,2024-02-01,1
vast-benchmarks,trailofbits,GITHUB_active_developers_monthly,2024-07-01,2
forma-geth,fairblock,GITHUB_active_developers_monthly,2024-07-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-05-01,10
gitbook-simbolik,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,2
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-01-01,2
mirror,syndicateprotocol,GITHUB_active_developers_monthly,2024-04-01,1
build-wrap,trailofbits,GITHUB_active_developers_monthly,2024-04-01,2
passport-scorer,passportxyz,GITHUB_active_developers_monthly,2024-11-01,4
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2024-05-01,9
cast_checks,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,2
fairyring,fairblock,GITHUB_active_developers_monthly,2024-02-01,2
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,4
vast,trailofbits,GITHUB_active_developers_monthly,2024-07-01,3
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-05-01,1
kontrol-demo,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
engine,third-web,GITHUB_active_developers_monthly,2024-05-01,3
install-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
redstone-prototypes,redstone-finance,GITHUB_active_developers_monthly,2024-05-01,1
tlslib.py,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,3
contracts-next-scripts,third-web,GITHUB_active_developers_monthly,2024-02-01,1
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,3
kup,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
faucet,fairblock,GITHUB_active_developers_monthly,2024-01-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2024-04-01,1
kasmer-multiversx,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,2
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
