artifact_name,project_name,metric_name,sample_date,amount
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-01-01,2
pe-parse,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
examples,third-web,GITHUB_active_developers_monthly,2022-04-01,4
rust-optnone,trailofbits,GITHUB_active_developers_monthly,2022-01-01,2
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-04-01,3
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-10-01,2
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-04-01,1
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-03-01,2
.github,third-web,GITHUB_active_developers_monthly,2022-10-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,2
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2022-12-01,3
fickling,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,1
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2022-05-01,2
python-project-template,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
redstone-sw-testnet,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,2
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
graphtage,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2022-12-01,5
dmarc,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
redstone-cache-service-lightsail,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,2
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,1
manticoreui-ghidra,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
examples,third-web,GITHUB_active_developers_monthly,2022-08-01,2
portal,third-web,GITHUB_active_developers_monthly,2022-05-01,2
rv-nix-tools,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
weggli-native,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
docs,third-web,GITHUB_active_developers_monthly,2022-10-01,5
rust-wolfssl,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-08-01,3
zkdocs,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
pyth-serum,pyth-network,GITHUB_active_developers_monthly,2022-01-01,1
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2022-10-01,1
mcircuit,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
manticore-examples,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-05-01,1
evmos-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
pyth-client-rs,pyth-network,GITHUB_active_developers_monthly,2022-05-01,1
audit-reports,pyth-network,GITHUB_active_developers_monthly,2022-05-01,1
z3k,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
blocksplit-workshops,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,1
pyth-sdk-js,pyth-network,GITHUB_active_developers_monthly,2022-08-01,1
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
widgets,third-web,GITHUB_active_developers_monthly,2022-08-01,2
rv-predict,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
celo-stable-price-marketplace,redstone-finance,GITHUB_active_developers_monthly,2022-04-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2022-10-01,2
elrond-multisig,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,1
linuxevents,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2022-03-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,2
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2022-10-01,2
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-10-01,1
winchecksec,trailofbits,GITHUB_active_developers_monthly,2022-04-01,1
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2022-08-01,5
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,2
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
mttn,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-04-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2022-10-01,2
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2022-01-01,1
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-01-01,3
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,2
redstone-api,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
examples,third-web,GITHUB_active_developers_monthly,2022-03-01,1
widgets,third-web,GITHUB_active_developers_monthly,2022-03-01,3
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,2
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,2
dylint-template,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
js-client,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2022-10-01,2
examples,third-web,GITHUB_active_developers_monthly,2022-07-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2022-12-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
moledao-workshop,third-web,GITHUB_active_developers_monthly,2022-12-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-12-01,4
circomspect,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
rubysec,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-12-01,3
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2022-12-01,1
examples,third-web,GITHUB_active_developers_monthly,2022-05-01,1
stable-price-marketplace,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,2
osquery,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-08-01,3
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-08-01,1
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
llvm-wedlock,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2022-04-01,1
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-04-01,4
algo,trailofbits,GITHUB_active_developers_monthly,2022-03-01,2
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
redstone-sw-testnet,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2022-12-01,5
nyc-infosec,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-12-01,2
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-05-01,2
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,3
go-sdk,third-web,GITHUB_active_developers_monthly,2022-10-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,1
nyc-infosec,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,2
algo,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2022-10-01,5
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,2
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,1
docs,third-web,GITHUB_active_developers_monthly,2022-04-01,3
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,3
publications,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-04-01,2
blight,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
pe-parse,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
krf,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-12-01,2
redstone-mock-prices,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,2
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,1
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,1
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-05-01,2
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,1
chain-icons,third-web,GITHUB_active_developers_monthly,2022-08-01,1
blog,third-web,GITHUB_active_developers_monthly,2022-08-01,1
auth,third-web,GITHUB_active_developers_monthly,2022-08-01,2
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2022-12-01,1
osquery,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,2
mttn,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
pyth-js,pyth-network,GITHUB_active_developers_monthly,2022-05-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
js,third-web,GITHUB_active_developers_monthly,2022-08-01,4
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-08-01,4
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,2
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-03-01,4
redstone-api-extended-examples,redstone-finance,GITHUB_active_developers_monthly,2022-04-01,1
create-thirdweb-app,third-web,GITHUB_active_developers_monthly,2022-03-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,3
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,3
python-sdk,third-web,GITHUB_active_developers_monthly,2022-08-01,1
redstone-sw-testnet,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-04-01,1
redstone-tls-prover,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
contracts,third-web,GITHUB_active_developers_monthly,2022-03-01,4
btfparse,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
nrc-721-sdk,rather_labs,GITHUB_active_developers_monthly,2022-01-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-01-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-03-01,2
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-04-01,2
blog,third-web,GITHUB_active_developers_monthly,2022-03-01,1
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-04-01,5
pyth-neon,pyth-network,GITHUB_active_developers_monthly,2022-04-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
redstone-smartweave-contracts,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-04-01,3
k,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,1
celebrity-smackdown-contracts,rather_labs,GITHUB_active_developers_monthly,2022-01-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2022-01-01,3
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
js,third-web,GITHUB_active_developers_monthly,2022-12-01,4
pyth-js,pyth-network,GITHUB_active_developers_monthly,2022-12-01,2
sholva,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
redstone-api,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,2
blog,third-web,GITHUB_active_developers_monthly,2022-05-01,2
solana,third-web,GITHUB_active_developers_monthly,2022-08-01,1
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-08-01,5
winchecksec,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2022-10-01,5
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,3
react,third-web,GITHUB_active_developers_monthly,2022-04-01,3
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,1
btfparse,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,2
maat,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-04-01,2
js,third-web,GITHUB_active_developers_monthly,2023-09-01,12
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,2
js,third-web,GITHUB_active_developers_monthly,2023-03-01,9
pyk,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,4
example-publisher,pyth-network,GITHUB_active_developers_monthly,2023-03-01,1
weggli-native,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,1
go-mutexasserts,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
ercx-vscode,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,1
sv-bench-patch,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2023-09-01,2
contracts,third-web,GITHUB_active_developers_monthly,2023-03-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-09-01,5
dylint,trailofbits,GITHUB_active_developers_monthly,2023-09-01,3
cast_checks,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2023-09-01,2
pegoat,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,1
ens-docs,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2023-03-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2023-09-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,2
contracts,third-web,GITHUB_active_developers_monthly,2023-09-01,3
redstone-x-example,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,1
fairyringclient,fairblock,GITHUB_active_developers_monthly,2023-09-01,1
awesome-arweave,redstone-finance,GITHUB_active_developers_monthly,2022-04-01,1
pyth-js,pyth-network,GITHUB_active_developers_monthly,2022-10-01,4
pyth-client-rs,pyth-network,GITHUB_active_developers_monthly,2022-03-01,1
ebpfault,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
stable-price-marketplace,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
oracle-sandbox,pyth-network,GITHUB_active_developers_monthly,2022-03-01,1
governance-ui,pyth-network,GITHUB_active_developers_monthly,2022-04-01,2
publications,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-08-01,2
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-01-01,2
dylint-template,trailofbits,GITHUB_active_developers_monthly,2022-04-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-01-01,2
stable-price-marketplace,redstone-finance,GITHUB_active_developers_monthly,2022-04-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-04-01,3
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-04-01,2
k,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,3
onesixtyone,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,1
redstone-reports,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
redstone-lido-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2022-04-01,4
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2022-08-01,3
elrond-multisig,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,1
reverie,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
empirehacking.nyc,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
manticoreui-ghidra,trailofbits,GITHUB_active_developers_monthly,2022-04-01,1
ui,third-web,GITHUB_active_developers_monthly,2022-03-01,2
moledao-workshop,third-web,GITHUB_active_developers_monthly,2022-03-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-10-01,4
dkim-query,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
.github,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2023-09-01,2
vlsm,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,4
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,2
krf,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2023-03-01,2
ercx-api-wrapper,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
k-pldi-tutorial,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
charts,pyth-network,GITHUB_active_developers_monthly,2023-09-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-08-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,4
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
ebpfpub,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,2
blog,third-web,GITHUB_active_developers_monthly,2022-04-01,1
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,3
syndicate-node,syndicateprotocol,GITHUB_active_developers_monthly,2023-09-01,2
not-slithering-anywhere,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,2
deepstate-test-suite,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2023-03-01,2
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,1
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2023-09-01,1
sholva,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2023-03-01,6
redstone-api-cache,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
weggli-native,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2023-03-01,5
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2023-03-01,9
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2023-03-01,1
interface,wakeuplabs,GITHUB_active_developers_monthly,2023-09-01,1
shopify-thirdweb-theme,third-web,GITHUB_active_developers_monthly,2023-03-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,5
spf-query,trailofbits,GITHUB_active_developers_monthly,2023-09-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2023-03-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,2
redstone-sw-testnet,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
og-image,third-web,GITHUB_active_developers_monthly,2022-08-01,1
arlocal,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-10-01,2
widgets,third-web,GITHUB_active_developers_monthly,2022-10-01,2
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
ebpfpub,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-04-01,1
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,2
dynamic-contracts,third-web,GITHUB_active_developers_monthly,2023-09-01,2
governance,pyth-network,GITHUB_active_developers_monthly,2023-09-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2023-03-01,4
cast_checks,trailofbits,GITHUB_active_developers_monthly,2023-03-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-08-01,3
aave-v3-deploy,wakeuplabs,GITHUB_active_developers_monthly,2023-09-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,4
k-editor-support,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2023-09-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
python-sdk,third-web,GITHUB_active_developers_monthly,2022-10-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,2
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,2
privacyraven,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
pyth-sdk-js,pyth-network,GITHUB_active_developers_monthly,2022-10-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-04-01,1
hotpotatoserver,third-web,GITHUB_active_developers_monthly,2022-03-01,2
chain-icons,third-web,GITHUB_active_developers_monthly,2022-04-01,1
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
proxy-contract-wallet-example,third-web,GITHUB_active_developers_monthly,2022-03-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-04-01,2
redstone-smartweave-contracts,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,1
js,third-web,GITHUB_active_developers_monthly,2022-10-01,6
zkdocs,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-03-01,2
maat,trailofbits,GITHUB_active_developers_monthly,2022-04-01,1
zkdocs,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-04-01,1
eth-stable-price-marketplace,redstone-finance,GITHUB_active_developers_monthly,2022-04-01,1
weggli-native,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
python-sdk,third-web,GITHUB_active_developers_monthly,2022-04-01,3
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-03-01,2
constexpr-everything,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
unity-sdk-bridge,third-web,GITHUB_active_developers_monthly,2022-03-01,1
portal,third-web,GITHUB_active_developers_monthly,2022-04-01,6
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,3
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2023-09-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,3
k-as-a-library,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2023-03-01,3
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2023-09-01,2
knock,runtimeverification,GITHUB_active_developers_monthly,2023-03-01,1
redstone-api-extended-examples,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-10-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2022-03-01,3
python-project-template,runtimeverification,GITHUB_active_developers_monthly,2022-10-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2022-10-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
redstone-contracts-wasm,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,2
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
celo-progressive-dapp-starter,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
widgets,third-web,GITHUB_active_developers_monthly,2022-04-01,2
